tailid;address1;address2;address3;address4;postalcode;city;country
21605;Melkevegen, Dale;;;;6963;DALE I SUNNFJORD;Norge
21606;Risnes;;;;5986;Hosteland;Norge
21607;Hamnevegen 48;;;;5200;Os;Norge
21608;Lonevåg;;;;5282;Lonevåg;Norge
21611;Osen 2;;;;5401;Stord;Norge
21612;Lensmannstunet;;;;5555;Førde i Hordaland;Norge
21615;Hardangervegen 6;;;;5700;Voss;Norge
21621;Litleåsvegen 43;;;;5132;Nyborg;Norge
21625;Bankbygget;Aurland;;;5745;AURLAND;Norge
25218;Rådhuset;;;;5336;Tjeldstø;Norge
25219;Tingvang, Bygdinvegen 1989;;;;2940;Heggenes;Norge
25220;Øvre Årnes 7;;;;7170;Åfjord;Norge
36981;Munthes gate 31;;;;;;
25225;Liaveien 1;;;;7790;Malm;Norge
25226;Allégaten 70;;;;5007;Bergen;Norge
25231;Parkgata 16;;;;9600;Hammerfest;Norge
25232;Svend Foyns gate 9;;;;3126;Tønsberg;Norge
25234;Rådhuset;;;;6390;Vestnes;Norge
25236;Slidretun;;;;2966;Slidre;Norge
25237;Kirkevegen 8;;;;2830;Raufoss;Norge
25238;Rådhuset, Storgata 37;;;;8370;Leknes;Norge
25240;Rådhuset;;;;8976;Vevelstad;Norge
25241;Kommunehuset;;;;6893;Vik i Sogn;Norge
25243;K. Kalinausko g. 24;3. etg.;;;;;
25245;Vinjevegen 182;;;;3890;Vinje;Norge
25249;Grensev. 92;;;;0033;Oslo;Norge
25252;Møllergata 16, Oslo;;;;0179;Oslo;Norge
25253;Johannes Bruns gate 2;;;;7650;Verdal;Norge
25254;Rådhuset;;;;6143;Fiskåbygd;Norge
25255;Kirkegata 4;;;;9950;Vardø;Norge
25257;Rådhuset, Skjervgata 43;;;;8654;Mosjøen;Norge
25276;Kristian Augusts gate 23, 7.et;;;;0104;Oslo;Norge
25277;Gryta 4;;;;7005;Trondheim;Norge
25278;Rådhusgaten 5;;;;9800;Vadsø;Norge
25280;Heradshuset, Konsul Jebsens gate 16;;;;5722;Dalekvam;Norge
25281;Kommunehuset;;;;4747;Valle;Norge
25282;Kommunehuset;Tyinvegen 5161;;;2975;Vang i Valdres;Norge
25283;07, Chemin Doudoud Mokhtar;Ben-Aknoun;;;;;
38762;Langelandsveien 17;;;;;;
25285;Tjennaveien 30;;;;4900;Tvedestrand;Norge
25289;Rådhuset;;;;5685;Uggdal;Norge
25290;Rådhuset;;;;5575;Aksdal;Norge
25292;Tollbodgaten 22;;;;3111;Tønsberg;Norge
25294;Rådhuset, Furusethgata 12;;;;2050;Jessheim;Norge
25296;Rådhuset, Sjøgata 63;;;;6065;Ulsteinvik;Norge
25297;Skeiesvegen 3;;;;5730;Ulvik;Norge
21699;Torsbyvegen 16 ;;;;4701;Vennesla;Norge
21700;Bryggegata 2;;;;4509;Mandal;Norge
21701;Parkgaten 8;;;;4401;Flekkefjord;Norge
21702;Barbros gate 21;;;;4551;Farsund;Norge
21705;Sam Eydes gate 71, Rjukan;;;;3661;Rjukan;Norge
21706;Nesgata 16;;;;4490;Kvinesdal;Norge
21707;Spangereidveien 1;;;;4520;Sør-Audnedal;Norge
21708;Alleen 16;;;;4575;Lyngdal;Norge
21709;Rådhuset;Marnardal kommune;;;4532;Øyslebø;Norge
21711;Kyrkjebygdi;;;;4540;Åseral;Norge
21712;Lampeland;;;;3623;LAMPELAND;Norge
21715;Støperigata 8, Hokksund;;;;3300;HOKKSUND;Norge
21718;Langgata 48/50;;;;3081;HOLMESTRAND;Norge
21720;Revåveien 14;;;;3070;SANDE;Norge
21721;Storgaten 71 A;;;;3060;SVELVIK;Norge
22488;Drammensveien 74;;;;0244;Oslo;Norge
22490;Drammensveien 88 C;;;;0204;Oslo;Norge
22491;Halvdan Svartes gate 13;;;;0244;Oslo;Norge
22492;Nobels gate 16;;;;0244;Oslo;Norge
22493;Bygdøy Allé 78;;;;0244;Oslo;Norge
22495;Drammensveien 82;;;;0271;Oslo;Norge
22496;Dronningens gate 3;;;;0244;Oslo;Norge
22498;Bredgate 65, 1.etasje;;;;2900;København;Norge
22505;St. Olavs gate 27 (Humanismens hus);;;;0130;Oslo;Norge
22510;Thomas Heftyes gate 19 - 21;;;;0244;Oslo;Norge
22511;Drammensveien 88 E;;;;0244;Oslo;Norge
22512;Sigurd Syrs gate 4;;;;0244;Oslo;Norge
22513;Parkveien 35, Oslo;;;;0214;Oslo;Norge
22514;Wergelandsveien 7, 4. etasje;;;;0244;Oslo;Norge
22515;Meltzersgate 5;;;;0244;Oslo;Norge
22516;Wergelandsveien 15;;;;0244;Oslo;Norge
22517;Norra Kungsvägen 39;;;;0244;Oslo;Norge
22518;Tuengen Allé 2 B;;;;0244;Oslo;Norge
22519;Skippergata 33, 8. etasje;;;;0154;Oslo;Norge
22526;Tollbugata 32;;;;0158;Oslo;Norge
22527;Ullersmoveien, Kløfta ;;;;2040;Kløfta;Norge
22529;Jøssingveien 33, Eiksmarka;;;;1359;EIKSMARKA;Norge
22530;Bastøy, Horten;;;;3191;Horten;Norge
22531;Steinestøvegen 401;;;;5131;NYBORG;Norge
24046;Klingenberggaten 7A - 5. etasje ;;;;0119;Oslo;Norge
24051;Stabells gate 7/9;;;;3510;Hønefoss;Norge
24060;Tollbugata 10, Vadsø;;;;9800;Vadsø;Norge
24061;Tordenskioldsgate 12;;;;0034;OSLO;Norge
24078;Stortorvet 7;Oslo;;;0155;Oslo;Norge
24079;Tinngata 8, Stavanger;;;;4004;Stavanger;Norge
24080;Fabrikkgaten 3, Bergen;;;;5059;Bergen;Norge
37742;Glemmengata 55;;;;;;
24082;Grandfjæra 22b, Molde;;;;6404;Molde;Norge
24084;Statens hus, Strandvegen 38;Steinkjer;;;7734;Steinkjer;Norge
24086;Rådhuset;;;;7300;Orkanger;Norge
24093;Finnesveien 14, Kabelvåg;;;;8309;Kabelvåg;Norge
24095;Fiskeriveien 3;;;;9750;Honningsvåg;Norge
24099;Kongsvegen 79;;;;2920;Leira i Valdres;Norge
24107;Heddalsvegen 28 C;;;;3674;Notodden;Norge
24111;Inge Krokanns veg 2;;;;7340;Oppdal;Norge
24119;Kommunebygget, Heggenes;;;;2940;Heggenes;Norge
24121;Tingstugu;;;;3570;Ål;Norge
24124;Rådhuset;;;;2451;Rena;Norge
24125;Statsråd Evensens veg 6;;;;6885;Årdalstangen;Norge
22873;Storgata 16;;;;3110;Tønsberg;Norge
25453;Nedre Strandgate 50;;;;6005;Ålesund;Norge
25454;Skjervavegen 10;;;;6100;Volda;Norge
25455;Jul Pettersens gate 2;;;;2615;Lillehammer;Norge
25457;Tinghuset;;;;9845;Tana;Norge
25458;Heddalsvegen 28 C;;;;3674;Notodden;Norge
25459;Strandgata 26;;;;2815;Gjøvik;Norge
25461;Rådhuset;Jernbaneveien 22, 5 etg.;;;2901;Fagernes;Norge
25462;Kirkegata 22;;;;9800;Vadsø;Norge
25463;Torggata 10 A;;;;8400;Sortland;Norge
25465;Jernbanegata 3;;;;2211;Kongsvinger;Norge
37523;Dokkvegen 10;Porsgrunn Næringspark;;;;;
21512;Industriveien 2;;;;8680;TROFORS;Norge
21513;Herøy brygge;;;;8850;Herøy;Norge
21515;Rådhuset, Gladstad;;;;8980;VEGA;Norge
21516;Kongensgate 81;;;;8001;BODØ;Norge
21519;Storgata 83;;;;8200;FAUSKE;Norge
21520;Inndyr;;;;8140;INNDYR;Norge
21522;Kommunehuset;;;;8186;TJONGSFJORDEN;Norge
21524;Myklebostad;;;;8083;Leinesfjord;Norge
21528;Sentrumsveien 65;;;;8546;BALLANGEN;Norge
21529;Evenskjersenteret ;;;;8539;BOGEN I OFOTEN;Norge
21530;Sanna;;;;7790;MALM;Norge
21532;Miljøbygget, Lauvsnes ;;;;7770;FLATANGER;Norge
21533;Torget;;;;7870;GRONG;Norge
21535;Rådhuset;;;;7160;Bjugn;Norge
21537;Siholmen;;;;7260;SISTRANDA;Norge
21538;Trondheimsveien 5;;;;7200;KYRKSÆTERØRA;Norge
21539;Stenebygget;;;;7240;Hitra;Norge
21540;Ålen senter;;;;7380;ÅLEN;Norge
21542;Løkkenveien 3;;;;7336;Meldal;Norge
21543;Melhuset;;;;7224;MELHUS;Norge
21544;Prestteigen;;;;7290;STØREN;Norge
21547;Sparebankbygget, Berkåk;;;;7393;Rennebu;Norge
21549;Bergmannsgata 15;;;;7361;RØROS;Norge
33332;12 A Kensington Palace Gardens;;;;W8 4QU;London;
33333;Eisenhowerlaan 77N;;;;NL-2517 KH;The Hague;
33334;Sandhamnsgatan 40, 6.et.;;;;S-115 28;Stockholm;
33335;Machnowerstr. 24,;;;;D-53173;Bonn;
33336;Tyrgatan 8;;;;S-101 32;Stockholm;
33337;Clayallee 82;Berlin;;;D-53173;Bonn;
33338;Östermalmsgatan 59;;;;S-102 04;Stockholm;
43902;Rådhuset;;;;8185;Vågaholmen;Norge
33339;Stureplan 4C (4 fl.);;;;W14 8NS;London;
33340;Brunnsgatan 21 B;;;;S-111 38;Stockholm;
33341;1 South Audley Street;;;;W1K 1NB;London;
33342;Dalvägen 2 (3 fl.);;;;W1H 1NR;London;
33343;10 Kensington Court;;;;W8 5DL;London;
33344;Palazzo Begni;Contrada Omerelli;;;47890;San Marino;Norge
43962;Rådhuset;;;;4460;Moi;Norge
33346;39 Marloes Road;;;;W8 6LA;London;
27145;Møllergata 16;;;;0179;Oslo;Norge
21626;Kong Beles veg 20;;;;6899;BALESTRAND;Norge
27030;Rådhuset, Sivert Nielsens gate 24;;;;8900;Brønnøysund;Norge
42882;Bjørkelangen torg, Bjørkeveien 22;;;;;;
37851;Nedre Tyholmsvei 13;;;;;;
27050;Torggata 1;;;;0181;Oslo;Norge
27062;Lakkegata 3;;;;0555;OSLO;Norge
38522;Kunnskapsparken, 2. etasje;Markedsgata 3;;;;;
30760;Torget;;;;7870;Grong;Norge
27073;Edvard Munchs veg;;;;2061;Gardermoen;Norge
27096;Grensen 9 B;;;;0159;OSLO;Norge
38322;Storgata 11;;;;;;
27681;Øvre Slottsg. 7;;;;0157;Oslo;Norge
27612;Rådhuset, Storgata 68;;;;8480;Andenes;Norge
27641;Rådhusgt. 1-3;;;;0308;Oslo;Norge
21618;Krokatjønnveien 15;;;;5147;Fyllingsdalen;Norge
22256;Peace Palace;Carnegieplein 2;;;B-2517 KJ;The Hague, Netherlands;
24992;Tollbodallmenningen 1b;Bergen;;;5005;Bergen;Norge
25203;;;;;2720;, 34th Street NW;Norge
25974;E. C. Dahls gt. 2;;;;7004;Trondheim;Norge
26415;Snarøyveien 30;;;;1367;Snarøya;Norge
26540;Ávjovárgeaidnu 50;;;;9730;Karasjok / Kárásjohka;Norge
27822;Justisdepartementet, Akersg. 42;;;;0180;Oslo;Norge
20752;Gågata 5;;;;2211;Kongsvinger;Norge
21447;Anders Sandvigs gate 17, Lillehammer;;;;2609;Lillehammer;Norge
21510;Torolv Kveldulvsons gate 27;;;;8800;SANDNESSJØEN;Norge
21746;Dyrmyrgata 12;;;;3611;KONGSBERG;Norge
21957;Statens hus, Storg. 170 - 172;;;;2626;Lillehammer;Norge
39182;Tingstugu;;;;;;
25883;53rd floor, Empire Tower;Jalan Tun Razak;;;;;
25885;Rådhusveien 18;;;;9620;Kvalsund;Norge
25886;Grovagjelet 16;;;;5600;Norheimsund;Norge
25887;Nesgata 11;;;;4480;Kvinesdal;Norge
25888;Rådhuset;Rosendalsvegen 10;;;5470;Rosendal;Norge
25889;Kviteseidgata 13;;;;3850;Kviteseid;Norge
25890;Kommunehuset;;;;4180;Kvitsøy;Norge
25891;Bygdeveien 26;;;;9475;Borkenes;Norge
25892;Brynsalèen 6;;;;0667;Oslo;Norge
25894;Tinghuset;Tollbodgata 45;;;4614;Kristiansand S;Norge
25895;Rådhusgata 18;;;;4611;Kristiansand S;Norge
25896;Tollbodgata 45;;;;4605;Kristiansand S;Norge
25897;Langveien 19;;;;6509;Kristiansund N;Norge
25898;Rådhuset;;;;9161;Burfjord;Norge
25899;Amaliegade 39;;;;;;
25900;Øverveien 2;;;;9146;Olderdalen;Norge
26317;Gulatingsplass 1 (inngang Rådhusgt.),  Bergen;;;;5016;Bergen;Norge
26318;Vangsveien 73, Hamar;;;;2317;Hamar;Norge
26320;Storgata 74, Tromsø;;;;9008;Tromsø;Norge
21723;Baglergaten 2;;;;3103;TØNSBERG;Norge
35401;Bergmannsgata 25;;;;7374;Røros;Norge
21726;Stokkeveien 55, Stokke;;;;3160;STOKKE;Norge
21727;Rødsgata 42, Tjøme;;;;3145;TJØME;Norge
21730;Brannvaktsgate 7, Larvik;;;;3255;LARVIK;Norge
22751;Kongens gate 7;;;;6301;Åndalsnes;Norge
22752;Rindalshuset;;;;6657;Rindal;Norge
22753;Nyglå;;;;6085;Larsnes;Norge
22754;Vigdartun;;;;5559;Sveio;Norge
22757;Rådhuset, Steinshamn;;;;6487;HARØY;Norge
22758;Skodje barneskule;;;;6260;Skodje;Norge
22760;Stordal skule;;;;6250;Stordal;Norge
22761;Storfjord kulturhus;;;;6201;Stranda;Norge
22762;Strømgaten 6;;;;5015;Bergen;Norge
22763;Sams Senter, 4. etasje;;;;5430;Bremnes;Norge
22764;Kommunehuset, 3. etasje;;;;5783;Eidfjord;Norge
22768;Fitjar kultur- og idrettsbygg;;;;5418;Fitjar;Norge
22770;Kommunetunet, Eikelandsosen;;;;5640;Eikelandsosen;Norge
22772;Jondal skule;;;;5629;Jondal;Norge
22774;Bogsnesvegen 3A;;;;5460;Husnes;Norge
22775;Kvernhushaugane 2;;;;5914;Isdalstø;Norge
22777;Havnevegen 29;;;;5906;Frekhaug;Norge
22779;Rådhuset;;;;5751;Odda;Norge
22781;2. høgda, Lonevåg senter;;;;5293;Lonevåg;Norge
