tailid;intcode;phone;phonecomment;type
21841;+47;02800;;Telefon
21841;+47;63 88 87 60;;Telefon
21842;+47;02800;;Telefon
21842;+47;67 91 38 00;;Telefon
21843;+47;02800;;Telefon
21843;+47;63 94 46 00;;Telefon
21844;+47;02800;;Telefon
21844;+47;67 06 84 70;;Telefon
21845;+47;02800;;Telefon
21845;+47;69 19 83 00;;Telefon
21846;+47;02800;;Telefon
21846;+47;69 81 45 00;;Telefon
21847;+47;02800;;Telefon
21847;+47;69 11 33 00;;Telefon
21848;+47;02800;;Telefon
21848;+47;69 81 52 00;;Telefon
21851;+47;02800;;Telefon
21851;+47;69 22 66 30;;Telefon
21881;+47;22 00 74 00;;Telefon
21882;+47;02800;;Telefon
21882;+47;22 66 90 50;;Telefon
21885;+47;02800;;Telefon
21885;+47;22 66 90 50;;Telefon
21886;+47;02800;;Telefon
21886;+47;22 66 90 50;;Telefon
21887;+47;02800;;Telefon
21887;+47;22 66 90 50;;Telefon
21888;+47;02800;;Telefon
21888;+47;22 66 90 50;;Telefon
21889;+47;02800;;Telefon
21889;+47;69 21 43 00;;Telefon
21912;+47;33 20 11 10;;Telefon
21934;+47;21 55 32 30;;Telefon
21942;+47;32 26 67 70;;Telefon
21955;+47;62 78 23 40;;Telefon
21956;+47;21 55 31 70;;Telefon
21957;+47;61 26 61 71;;Telefon
21960;+47;61 99 28 00;;Telefon
21964;+47;32 02 90 80;;Telefon
21976;+47;22 04 87 00;;Telefon
21978;+47;69 12 87 50;;Telefon
21984;+47;4000 1868;;Telefon
21985;+47;23 01 03 00;;Telefon
21986;+47;23 31 09 80;;Telefon
21988;+47;21 55 31 20;;Telefon
21994;+47;480 90 686;;Telefon
21999;+47;62 78 23 00;;Telefon
22021;+47;63 89 40 40;;Telefon
22036;+47;55 30 38 00;;Telefon
22038;+47;55 55 22 55;;Telefon
22040;+47;03003;forsvaret;Telefon
22040;+47;69 23 86 50;;Telefon
22041;+47;03003;forsvaret;Telefon
22041;+47;23 09 26 00;;Telefon
22043;+47;73 59 30 00;;Telefon
22047;+47;22 40 38 50;;Telefon
22048;+47;03003;forsvaret;Telefon
22048;+47;32 77 50 00;;Telefon
22050;+47;03003;forsvaret;Telefon
22050;+47;62 40 82 10;;Telefon
22053;+47;51 34 39 00;;Telefon
22053;+47;51 34 39 07;Servicesenter;Telefon
22054;+47;03003;forsvaret;Telefon
22054;+47;55 54 63 00;;Telefon
22056;+47;03003;;Telefon
22057;+47;03003;forsvaret;Telefon
22057;+47;73 99 50 00;;Telefon
22059;+47;03003;forsvaret;Telefon
22059;+47;75 11 20 00;;Telefon
22061;+47;03003;forsvaret;Telefon
22061;+47;76 92 50 00;;Telefon
22062;+47;78 49 21 00;;Telefon
22065;+47;32 21 98 00;;Telefon
22068;+47;61 13 63 40;;Telefon
22069;+47;62 54 36 50;;Telefon
22073;+47;23 48 79 00;;Telefon
22075;+47;70 08 88 54;;Telefon
22076;+47;75 58 50 00;;Telefon
22077;+47;32 25 16 50;;Telefon
22078;+47;800 33 840;;Grønt nummer
22081;+47;33 30 73 00;;Telefon
22089;+47;23 08 49 00;;Telefon
22089;+47;92 42 42 70;Emergency;Telefon
22090;+47;22 44 15 12;;Telefon
22090;+47;22 56 12 37;;Telefon
22096;+47;63 80 59 00;;Telefon
22100;+47;79 02 72 00;;Telefon
22101;+47;32 28 82 00;;Telefon
22103;+47;23 30 49 50;;Telefon
22113;+47;37 07 67 00;;Telefon
22127;+47;22 35 71 00;;Telefon
22130;+47;116 123;Mental Helse hjelpetelefonen;Telefon
22130;+47;35 58 77 00;;Telefon
22135;+47;24 10 24 00;;Telefon
22147;+47;23 21 50 00;;Telefon
22152;+47;22 40 00 00;;Telefon
22154;+47;22 40 00 00;;Telefon
22155;+47;22 40 00 00;;Telefon
22161;+47;22 40 00 00;;Telefon
22162;+47;22 40 00 00;;Telefon
22163;+47;22 40 00 00;;Telefon
22167;+47;22 40 00 00;;Telefon
22169;+47;22 40 00 00;;Telefon
22177;+47;22 40 00 00;;Telefon
22179;+47;22 40 00 00;;Telefon
22180;+47;22 40 00 00;;Telefon
22182;+47;22 40 00 00;;Telefon
22184;+47;22 40 00 00;;Telefon
22186;+47;22 40 00 00;;Telefon
22187;+47;22 40 00 00;;Telefon
22188;+47;22 40 00 00;;Telefon
22189;+47;22 40 00 00;;Telefon
22192;+47;22 40 00 00;;Telefon
22195;+47;22 40 00 00;;Telefon
22196;+47;22 40 00 00;;Telefon
22197;+47;22 40 00 00;;Telefon
22198;+47;22 40 00 00;;Telefon
22199;+47;22 40 00 00;;Telefon
22202;+47;22 40 00 00;;Telefon
22203;+47;22 40 00 00;;Telefon
22204;+47;22 40 00 00;;Telefon
22205;+47;22 40 00 00;;Telefon
22206;+47;22 40 00 00;;Telefon
22208;+47;22 40 00 00;;Telefon
22209;+47;22 40 00 00;;Telefon
22212;+47;22 40 00 00;;Telefon
22215;+47;22 40 00 00;;Telefon
22217;+47;22 40 00 00;;Telefon
22218;+47;22 40 00 00;;Telefon
22224;+47;22 40 00 00;;Telefon
22225;+47;22 40 00 00;;Telefon
22227;+47;22 40 00 00;;Telefon
22228;+47;22 40 00 00;;Telefon
22229;+47;22 40 00 00;;Telefon
22233;+47;22 40 00 00;;Telefon
22234;+47;22 40 00 00;;Telefon
22235;+47;22 40 00 00;;Telefon
22236;+47;22 40 00 00;;Telefon
22238;+47;22 40 00 00;;Telefon
22240;+47;22 40 00 00;;Telefon
22242;+47;22 40 00 00;;Telefon
22243;+47;22 40 00 00;;Telefon
22244;+47;22 40 00 00;;Telefon
22246;+47;22 40 00 00;;Telefon
22249;+47;815 56 940;;Telefon
22256;+31;(0) 70 302 23 23;;Telefon
22262;+47;22 40 00 00;;Telefon
22264;+47;22 40 00 00;;Telefon
22265;+47;22 40 00 00;;Telefon
22266;+47;22 40 00 00;;Telefon
22267;+47;22 40 00 00;;Telefon
22268;+47;47 65 70 00;;Telefon
22287;+47;23 08 80 00;;Telefon
22294;+47;24 13 26 00;;Telefon
22296;+47;22 54 17 00;;Telefon
22300;+47;03200;;Telefon
22306;+47;23 06 15 65;;Telefon
22317;+47;02030;;Telefon
22317;+47;915 02030;fra utlandet;Telefon
22349;+47;73 89 78 00;;Telefon
22351;+47;61 13 29 44;Gjøvik;Telefon
22351;+47;62 55 14 90;Hamar;Telefon
22354;+47;902 46 678;;Telefon
22368;+47;69 20 90 90;;Telefon
22370;+47;78 41 72 40;;Telefon
22372;+47;74 11 14 60;;Telefon
22375;+47;32 26 66 00;;Telefon
22376;+47;55 21 80 90;;Telefon
22377;+47;75 54 79 10;;Telefon
22382;+47;95 33 50 50;;Telefon
22387;+47;35 54 41 70;;Telefon
22390;+47;38 17 69 20;;Telefon
22393;+47;33 34 77 90;;Telefon
22403;+47;53 64 11 11;;Telefon
22404;+47;56 51 60 00;;Telefon
22404;+47;90 64 32 55;mobil;Telefon
22405;+47;57 74 36 00;;Telefon
22406;+47;71 67 62 33;;Telefon
22407;+47;71 25 66 66;;Telefon
22408;+47;70 16 33 33;;Telefon
22408;+47;945 39 945;SMS for hørselshemmede;Telefon
22409;+47;73 52 34 20;;Telefon
22410;+47;72 48 24 10;;Telefon
22411;+47;74 07 77 10;;Telefon
22412;+47;75 52 04 20;;Telefon
22413;+47;76 95 73 39;;Telefon
22414;+47;75 14 49 44;;Telefon
22415;+47;76 12 23 30;;Telefon
22416;+47;76 08 12 33;;Telefon
22417;+47;41 66 85 18;mobil;Telefon
22417;+47;75 04 00 50;;Telefon
22418;+47;75 17 36 99;;Telefon
22419;+47;75 02 17 11;;Telefon
22419;+47;75 02 21 88;jentevakta;Telefon
22420;+47;77 84 52 60;;Telefon
22421;+47;77 06 40 07;;Telefon
22422;+47;77 61 10 60;;Telefon
22424;+47;78 41 30 18;;Telefon
22425;+47;33 35 91 91;;Telefon
22426;+47;35 58 71 00;;Telefon
22427;+47;37 02 33 44;;Telefon
22428;+47;38 10 22 00;;Telefon
22429;+47;51 53 06 23;;Telefon
22430;+47;52 72 98 84;;Telefon
22431;+47;55 31 50 50;;Telefon
22432;+47;78 99 60 60;;Telefon
22433;+47;78 46 70 88;;Telefon
22435;+47;21 01 36 00;;Telefon
22438;+47;23 13 27 00;;Telefon
22439;+47;21 30 85 40;;Telefon
22440;+47;22 43 01 65;;Telefon
22440;+47;22 43 06 60;;Telefon
22441;+47;23 11 52 20;;Telefon
22442;+47;95 30 90 90;;Telefon
22445;+47;22 93 80 90;;Telefon
22447;+47;23 01 03 00;;Telefon
22447;+47;23 01 03 01;;Telefaks
22447;+47;800 40 008;;Grønt nummer
22447;+47;905 79 118;;Telefon
22448;+47;481 76 782;;Telefon
22448;+47;69 16 96 84;;Telefon
22449;+47;69 95 55 60;;Telefon
22450;+47;69 18 74 74;;Telefon
22451;+47;69 25 05 50;;Telefon
22452;+47;69 89 45 69;;Telefon
22453;+47;69 10 87 00;;Telefon
22454;+47;63 81 41 78;;Telefon
22455;+47;67 17 46 50;;Telefon
22456;+47;64 97 23 00;;Telefon
22457;+47;22 48 03 80;;Telefon
22458;+47;62 52 75 10;;Telefon
22459;+47;62 81 80 88;;Telefon
22460;+47;62 48 07 32;;Telefon
22461;+47;61 17 55 60;;Telefon
22462;+47;61 27 92 20;;Telefon
22462;+47;61 27 92 30;incest-telefon;Telefon
22463;+47;22 12 86 60;;Telefon
22463;+47;22 12 86 70;Visaseksjon;Telefon
22464;+47;22 41 72 00;;Telefon
22465;+47;22 12 87 50;;Telefon
22465;+47;Konsulatavd. 22 12 87 61-63;K;Telefon
22466;+47;32 83 03 46;;Telefon
22467;+47;32 17 06 90;;Telefon
22468;+47;32 07 52 50;;Telefon
22469;+47;32 73 64 00;;Telefon
22470;+47;22 54 08 00;;Telefon
22471;+47;23 33 36 00;;Telefon
22471;+47;23 33 36 10;Konsulatavd;Telefon
22472;+47;23 19 71 50 / 52;;Telefon
22473;+47;23084201;;Telefon
22473;+47;23084202;;Telefon
22474;+47;23 13 60 80;;Telefon
22475;+47;21 03 72 00;konsulatavd.;Telefon
22475;+47;24 11 08 50;;Telefon
22476;+47;23 33 28 57;;Telefon
22477;+47;22 54 00 70;;Telefon
22478;+47;22 12 49 00;;Telefon
22479;+47;23 28 46 00;;Telefon
22480;+47;23 27 54 00;;Telefon
22480;+47;23 27 54 30;for reisepass;Telefon
22481;+47;22 43 12 21;;Telefon
22481;+47;22 44 27 28;;Telefon
22482;+47;22 55 60 04;;Telefon
22483;+47;22 55 24 18;;Telefon
22484;+47;23 23 75 30;;Telefon
22485;+47;24 11 59 10;Kons. avd;Telefon
22485;+47;24 11 59 24;;Telefon
22486;+47;22 12 51 30;;Telefon
22488;+47;22 44 06 08;;Telefon
22488;+47;22 55 17 63;Konsulatavd;Telefon
22488;+47;22 55 32 78;;Telefon
22489;+47;22 04 94 70;;Telefon
22490;+47;23 27 32 20;;Telefon
22490;+47;23 27 32 23;konsulærseksjonen;Telefon
22491;+47;22 92 66 80;konsulatavd.;Telefon
22491;+47;22 92 66 90;;Telefon
22492;+47;24 11 42 00;;Telefon
22493;+47;22 54 23 90;;Telefon
22494;+47;22 54 22 80;;Telefon
22494;+47;22 54 22 81;;Telefon
22495;+47;23 01 40 50;;Telefon
22495;+47;23 01 40 55;Konsulatseksjonen;Telefon
22496;+47;22 12 92 00;;Telefon
22496;+47;22 12 92 03;Konsulatavd.;Telefon
22497;+47;22 12 10 31;;Telefon
22497;+47;Konsulatavd. 22 12 10 34;K;Telefon
22498;+45;39 61 05 00;Kons.avd;Telefon
22498;+45;39 61 05 00;;Telefon
22505;+47;23 15 60 00;;Telefon
22510;+47;22 54 02 00;;Telefon
22511;+47;23 27 29 60;;Telefon
22512;+47;22 54 07 30;;Telefon
22512;+47;22 54 07 37/40/47;;Telefon
22513;+47;21 01 95  12;Konsulatavd;Telefon
22513;+47;21 01 95 00;;Telefon
22514;+47;22 99 53 00;;Telefon
22515;+47;22 44 54 96;;Telefon
22515;+47;22 44 89 55;;Telefon
22515;+47;22 55 69 10;;Telefon
22516;+47;22 99 16 00;;Telefon
22517;+46;8 767 38 36;;Telefon
22518;+47;22 14 89 08;Konsulatavd.;Telefon
22518;+47;22 49 20 52;;Telefon
22519;+47;22 42 58 23;;Telefon
22526;+47;24 14 83 00;;Telefon
22527;+47;63 92 73 00;;Telefon
22527;+47;63 92 74 47;besøkstelefon;Telefon
22528;+47;22 80 34 20;;Telefon
22529;+47;67 14 35 80;besøkstelefon;Telefon
22529;+47;67 16 10 00;;Telefon
22530;+47;33 08 37 00;;Telefon
22531;+47;55 39 36 00;;Telefon
22534;+47;22 93 98 00;;Telefon
22539;+47;02030;;Telefon
22539;+47;915 02030;fra utlandet;Telefon
22540;+47;02030;;Telefon
22540;+47;915 02030;fra utlandet;Telefon
22542;+47;02030;;Telefon
22542;+47;915 02030;fra utlandet;Telefon
22543;+47;61 11 89 90;;Telefon
22543;+47;90 57 18 87;;Telefon
22544;+47;77 64 40 00;;Telefon
22548;+47;64 84 08 50;;Telefon
22549;+47;62 54 48 10;;Telefon
22550;+47;61 18 96 12;;Telefon
22551;+47;61 21 43 00;;Telefon
22552;+47;32 04 54 81;fjernlånet;Telefon
22552;+47;32 04 63 50;;Telefon
22554;+47;33 37 83 90;;Telefon
22555;+47;33 06 54 30;;Telefon
22556;+47;22 00 25 00;;Telefon
22558;+47;02030;;Telefon
22558;+47;915 02030;fra utlandet;Telefon
22561;+47;02030;;Telefon
22561;+47;915 02030;fra utlandet;Telefon
22562;+47;78 95 19 00;;Telefon
22563;+47;78 98 74 20;;Telefon
22564;+47;79 02 23 42;;Telefon
22564;+47;79 02 23 70;;Telefon
22565;+47;22 84 40 50;;Telefon
22566;+47;55 58 25 32;;Telefon
22569;+47;77 77 05 55;;Telefon
22570;+47;77 17 21 14;;Telefon
22571;+47;77 77 55 99;;Telefon
22572;+47;77 08 94 70;;Telefon
22573;+47;77 21 28 00;;Telefon
22574;+47;77 87 50 30;;Telefon
22575;+47;41 64 29 77;;Telefon
22576;+47;77 85 46 08;;Telefon
22577;+47;77 79 09 00;;Telefon
22578;+47;78 96 25 00;;Telefon
22580;+47;78 45 58 50;;Telefon
22581;+47;40 64 87 06;;Telefon
22582;+47;78 98 53 64;;Telefon
22583;+47;78 49 74 86;;Telefon
22584;+47;78 40 20 50;;Telefon
22585;+47;78 45 27 29;;Telefon
22586;+47;78 46 80 95;;Telefon
22587;+47;78 48 71 78;;Telefon
22588;+47;78 41 55 65;;Telefon
22589;+47;78 49 87 80;;Telefon
22589;+47;97 63 30 71;;Telefon
22590;+47;78 45 31 50;;Telefon
22591;+47;78 42 45 32;;Telefon
22591;+47;78 42 45 33;;Telefon
22592;+47;78 95 95 84;Bibliotekbussen;Telefon
22592;+47;78 95 95 84;;Telefon
22593;+47;78 47 65 93;;Telefon
22593;+47;78 47 65 95;;Telefon
22594;+47;78 46 04 74;;Telefon
22595;+47;77 87 11 60;;Telefon
22596;+47;40 02 85 50;;Telefon
22597;+47;47 71 22 10;;Telefon
22597;+47;77 83 38 90;;Telefon
22598;+47;78 99 32 51;;Telefon
22599;+47;46 40 03 16;;Telefon
22599;+47;46 40 03 17;;Telefon
22600;+47;76 91 93 30;;Telefon
22601;+47;75 09 51 33;;Telefon
22601;+47;90 23 57 41;;Telefon
22602;+47;75 77 57 11;;Telefon
22603;+47;75 10 17 10;;Telefon
22604;+47;75 03 50 59;;Telefon
22604;+47;75 03 68 28;;Telefon
22605;+47;76 05 61 05;;Telefon
22606;+47;75 03 80 57;;Telefon
22607;+47;76 05 15 09;;Telefon
22608;+47;75 42 03 10;;Telefon
22609;+47;76 18 52 60;;Telefon
22610;+47;77 78 82 15;;Telefon
22611;+47;77 72 20 66;;Telefon
22612;+47;77 18 52 15;;Telefon
22613;+47;77 85 82 70;;Telefon
22614;+47;77 04 84 10;;Telefon
22615;+47;77 18 93 05;;Telefon
22616;+47;41 55 26 98;;Telefon
22616;+47;77 02 02 98;;Telefon
22617;+47;77 02 61 85;;Telefon
22618;+47;77 09 53 36;;Telefon
22619;+47;77 74 60 06;;Telefon
22620;+47;77 02 33 06;;Telefon
22621;+47;77 77 88 35;;Telefon
22622;+47;77 71 93 85;;Telefon
22623;+47;77 17 65 30;;Telefon
22624;+47;75 68 23 02;;Telefon
22624;+47;75 68 23 03;;Telefon
22627;+47;47 83 93 15;bokbussen;Telefon
22627;+47;76 10 82 30;;Telefon
22629;+47;75 77 88 29;;Telefon
22630;+47;75 01 50 50;;Telefon
22631;+47;75 68 53 30;;Telefon
22632;+47;75 03 25 48;;Telefon
22633;+47;75 55 61 00;;Telefon
22635;+47;75 01 20 50;;Telefon
22636;+47;76 13 53 97;;Telefon
22637;+47;75 05 25 05;;Telefon
22638;+47;76 98 36 61;;Telefon
22639;+47;75 60 06 00;;Telefon
22640;+47;76 05 22 60;;Telefon
22641;+47;75 76 06 55;;Telefon
22642;+47;75 18 22 47;;Telefon
22643;+47;76 16 40 26;;Telefon
22643;+47;76 16 40 27;;Telefon
22644;+47;75 76 51 00;;Telefon
22645;+47;75 18 48 90;;Telefon
22646;+47;75 19 71 00;;Telefon
22646;+47;993 68 819;;Telefon
22647;+47;75 05 82 94;;Telefon
22648;+47;75 07 41 80;;Telefon
22650;+47;48 26 53 72;;Telefon
22650;+47;75 09 15 43;;Telefon
22651;+47;76 98 67 60;;Telefon
22653;+47;75 71 07 90;;Telefon
22653;+47;97 51 90 99;bokbussen;Telefon
22654;+47;76 05 31 00;;Telefon
22654;+47;98 01 70 75;;Telefon
22655;+47;76 91 20 10;;Telefon
22656;+47;75 06 71 06;;Telefon
22657;+47;75 14 61 00;;Telefon
22657;+47;95 25 42 67;bokbuss;Telefon
22658;+47;75 09 80 08;;Telefon
22658;+47;75 09 83 86;;Telefon
22659;+47;76 05 05 00;sentr.;Telefon
22659;+47;76 05 05 29;;Telefon
22660;+47;75 07 59 90;;Telefon
22661;+47;76 14 13 20;;Telefon
22662;+47;76 92 91 76;;Telefon
22663;+47;75 56 90 37;;Telefon
22664;+47;74 80 89 90;;Telefon
22665;+47;74 31 21 35;;Telefon
22666;+47;74 32 48 71;;Telefon
22667;+47;74 12 42 20;;Telefon
22668;+47;74 38 70 55;;Telefon
22669;+47;74 85 51 60;;Telefon
22669;+47;74 85 51 61;biblioteksjef;Telefon
22670;+47;74 05 29 00;;Telefon
22671;+47;74 34 34 73;kulturleder;Telefon
22671;+47;74 34 34 76;;Telefon
22672;+47;74 81 32 95;;Telefon
22672;+47;74 81 32 96;kontor;Telefon
22673;+47;74 06 09 04;;Telefon
22673;+47;74 06 45 20;;Telefon
22674;+47;74 22 72 20;;Telefon
22675;+47;74 21 73 20;;Telefon
22676;+47;74 33 32 00;;Telefon
22677;+47;74 38 26 90;;Telefon
22677;+47;74 38 26 93;biblioteksjef;Telefon
22678;+47;41 53 65 35;biblioteksjef;Telefon
22678;+47;74 28 01 23;;Telefon
22679;+47;74 33 63 27;;Telefon
22680;+47;74 12 70 65;;Telefon
22681;+47;74 16 93 60;;Telefon
22682;+47;74 83 39 40;;Telefon
22683;+47;74 04 85 60;;Telefon
22684;+47;74 39 34 54;;Telefon
22685;+47;75 14 61 50;;Telefon
22685;+47;76 91 20 20;fjernlån;Telefon
22686;+47;75 14 61 50;sentralbord;Telefon
22686;+47;75 14 61 60;fjernlån;Telefon
22687;+47;72 45 55 55;;Telefon
22688;+47;72 54 75 00;;Telefon
22689;+47;73 81 58 90;;Telefon
22690;+47;72 51 55 16;;Telefon
22690;+47;72 51 55 17;;Telefon
22691;+47;72 53 23 90;;Telefon
22692;+47;74 16 93 50/ 74 16 93 54;fjernlån;Telefon
22692;+47;74 16 93 59;klassesett;Telefon
22693;+47;74 22 11 21;;Telefon
22693;+47;91 52 09 44;biblioteksjef;Telefon
22694;+47;74 28 64 00;;Telefon
22694;+47;74 28 64 96;biblioteksjef;Telefon
22695;+47;70 01 02 95;;Telefon
22696;+47;70 03 04 20;;Telefon
22697;+47;71 18 40 84;;Telefon
22698;+47;70 05 88 50;;Telefon
22699;+47;70 27 26 03;;Telefon
22700;+47;70 04 55 20;;Telefon
22701;+47;70 16 22 60;;Telefon
22702;+47;73 86 60 00;;Telefon
22703;+47;72 49 22 85;;Telefon
22704;+47;72 51 95 09;;Telefon
22705;+47;72 46 32 89;;Telefon
22705;+47;907 69 071;;Telefon
22706;+47;72 46 02 96;;Telefon
22707;+47;72 44 18 16;;Telefon
22707;+47;72 44 18 17;;Telefon
22708;+47;72 41 76 20;;Telefon
22709;+47;72 83 25 10;;Telefon
22710;+47;73 97 20 45;;Telefon
22711;+47;72 49 47 60;;Telefon
22711;+47;72 49 47 62;kontor;Telefon
22712;+47;72 85 81 10;;Telefon
22713;+47;72 40 32 52;;Telefon
22714;+47;72 40 15 20;;Telefon
22714;+47;91 89 60 13;;Telefon
22715;+47;72 46 63 90;;Telefon
22716;+47;72 57 82 10;;Telefon
22717;+47;72 42 81 70;;Telefon
22718;+47;73 85 27 39;;Telefon
22719;+47;72 51 00 37;;Telefon
22720;+47;72 41 94 24;;Telefon
22720;+47;72 41 94 25;;Telefon
22721;+47;73 81 74 20;;Telefon
22722;+47;72 86 72 90;;Telefon
22722;+47;72 86 72 91;;Telefon
22723;+47;70 19 79 10;;Telefon
22724;+47;71 69 91 80;;Telefon
22725;+47;71 65 93 00;kontor;Telefon
22725;+47;71 65 93 01;skranke;Telefon
22726;+47;70 24 68 07;;Telefon
22727;+47;71 53 11 58;;Telefon
22729;+47;56 52 70 57;;Telefon
22730;+47;56 59 60 18;;Telefon
22731;+47;56 51 94 70;;Telefon
22732;+47;53 65 58 60;;Telefon
22733;+47;56 38 22 20;;Telefon
22734;+47;70 16 22 70;;Telefon
22735;+47;71 17 45 96;;Telefon
22736;+47;71 64 74 74;;Telefon
22737;+47;71 51 36 90;;Telefon
22737;+47;71 51 36 92;;Telefon
22738;+47;71 29 64 76;;Telefon
22740;+47;71 26 28 80;;Telefon
22742;+47;71 29 05 95;;Telefon
22743;+47;71 55 96 35;;Telefon
22744;+47;41 10 15 16;;Telefon
22744;+47;70 21 44 63;;Telefon
22745;+47;70 09 50 95;;Telefon
22745;+47;70 09 50 96;;Telefon
22746;+47;71 57 51 00;;Telefon
22747;+47;71 27 98 41;;Telefon
22748;+47;71 11 15 50;;Telefon
22749;+47;71 23 11 96;;Telefon
22750;+47;70 25 71 60;;Telefon
22751;+47;71 16 61 85;;Telefon
22752;+47;71 66 58 32;;Telefon
22753;+47;489 92 148;;Telefon
22754;+47;53 74 80 75;;Telefon
22755;+47;53 43 02 22;;Telefon
22755;+47;98 81 91 53;;Telefon
22756;+47;53 67 15 77;;Telefon
22757;+47;71 27 75 46;;Telefon
22758;+47;70 24 48 75;;Telefon
22759;+47;71 54 11 71;;Telefon
22760;+47;70 27 91 90;;Telefon
22761;+47;70 26 80 50;;Telefon
22762;+47;55 56 85 00;;Telefon
22763;+47;53 42 32 40;;Telefon
22764;+47;53 67 35 38;;Telefon
22765;+47;53 75 80 80;;Telefon
22767;+47;56 16 51 11;;Telefon
22768;+47;53 45 85 13;;Telefon
22769;+47;55 09 69 10;;Telefon
22770;+47;41 45 18 11;Bokbuss;Telefon
22770;+47;56 58 01 55;;Telefon
22771;+47;56 52 53 06;;Telefon
22772;+47;53 66 84 94;;Telefon
22773;+47;56 55 17 99;;Telefon
22774;+47;53 48 27 70;;Telefon
22775;+47;56 37 50 72;;Telefon
22776;+47;56 16 64 22;;Telefon
22777;+47;56 17 10 80;;Telefon
22777;+47;56 17 10 86;kontor;Telefon
22778;+47;56 59 90 07;;Telefon
22779;+47;53 65 42 80;;Telefon
22780;+47;56 57 52 70;;Telefon
22781;+47;56 19 26 00;;Telefon
22782;+47;56 34 91 10 / 56 34 91 13;;Telefon
22782;+47;95 70 19 63;;Telefon
22783;+47;56 58 74 55;;Telefon
22784;+47;53 49 69 70;;Telefon
22785;+47;56 32 76 00;;Telefon
22785;+47;90 15 65 78;;Telefon
22786;+47;52 79 22 82;;Telefon
22786;+47;52 79 22 83;;Telefon
22787;+47;51 77 61 70;;Telefon
22788;+47;52 75 75 40;;Telefon
22789;+47;52 75 01 23;;Telefon
22791;+47;55 23 93 76;;Telefon
22792;+47;56 15 85 00;;Telefon
22793;+47;55 08 12 72;;Telefon
22794;+47;56 16 20 07;;Telefon
22795;+47;38 37 90 73;;Telefon
22795;+47;38 37 90 74;;Telefon
22796;+47;38 18 19 70;;Telefon
22797;+47;97 99 03 18;;Telefon
22798;+47;38 13 72 86;;Telefon
22799;+47;38 28 59 80;;Telefon
22800;+47;51 50 72 46;fjernlån;Telefon
22800;+47;51 51 68 70;;Telefon
22801;+47;51 45 93 20;;Telefon
22802;+47;52 75 25 45;;Telefon
22803;+47;51 49 10 03;;Telefon
22804;+47;51 71 47 73;;Telefon
22805;+47;51 70 02 14;;Telefon
22806;+47;51 61 13 00;;Telefon
22807;+47;52 74 44 60;;Telefon
22807;+47;52 74 44 63;lesesal;Telefon
22808;+47;404 39 160;;Telefon
22809;+47;51 43 40 11;;Telefon
22810;+47;52 81 16 15;;Telefon
22810;+47;52 81 16 16;voksenavd.;Telefon
22811;+47;51 42 98 70;;Telefon
22812;+47;51 73 63 60;;Telefon
22813;+47;51 40 49 20;;Telefon
22814;+47;51 41 11 80;;Telefon
22815;+47;51 72 02 77;;Telefon
22815;+47;982 86 540;;Telefon
22816;+47;51 68 37 50;;Telefon
22817;+47;52 78 62 63;;Telefon
22818;+47;51 47 07 10;;Telefon
22819;+47;51 65 34 70;;Telefon
22820;+47;51 50 74 65;;Telefon
22821;+47;51 74 31 50;;Telefon
22822;+47;38 25 50 82;;Telefon
22823;+47;38 33 40 50;;Telefon
22824;+47;38 27 31 30;;Telefon
22825;+47;38 60 30 12;;Telefon
22826;+47;37 93 23 46;;Telefon
22827;+47;37 23 55 25;;Telefon
22828;+47;37 11 97 91;;Telefon
22828;+47;47 86 55 12;;Telefon
22829;+47;37 25 01 90;;Telefon
22830;+47;37 96 12 22;;Telefon
22830;+47;37961221 / 90117842;;Telefon
22831;+47;37 26 16 85;;Telefon
22832;+47;37 14 97 77;;Telefon
22833;+47;37 19 96 90;;Telefon
22834;+47;37 93 75 64;;Telefon
22835;+47;37 16 86 14;;Telefon
22836;+47;37 18 52 66;;Telefon
22837;+47;37 01 73 00;;Telefon
22838;+47;37 01 39 10;ekspedisjon;Telefon
22838;+47;37 01 39 13;;Telefon
22839;+47;37 28 17 80;;Telefon
22840;+47;37 93 47 00;;Telefon
22840;+47;94 52 20 25;;Telefon
22841;+47;37 93 85 72;;Telefon
22842;+47;38 39 60 70;;Telefon
22843;+47;38 07 45 00;;Telefon
22843;+47;38 07 45 54;;Telefon
22844;+47;945 10 395;;Telefon
22845;+47;38 32 81 10;;Telefon
22846;+47;38 34 92 58;;Telefon
22847;+47;38 12 49 10;;Telefon
22848;+47;38 35 02 40;;Telefon
22849;+47;35 54 71 70;;Telefon
22850;+47;35 95 60 05;;Telefon
22851;+47;35 06 51 54;;Telefon
22851;+47;35 06 51 56;;Telefon
22852;+47;35 94 25 49;;Telefon
22853;+47;35 58 13 60;;Telefon
22854;+47;35 08 25 60;;Telefon
22855;+47;35 07 56 65;;Telefon
22855;+47;35 07 56 66;;Telefon
22856;+47;35 07 26 60;;Telefon
22856;+47;35 07 26 62;;Telefon
22861;+47;33 43 81 28;;Telefon
22862;+47;33 09 52 81;;Telefon
22863;+47;33 06 41 51;;Telefon
22864;+47;33 08 53 30;;Telefon
22865;+47;33 15 52 70;;Telefon
22866;+47;33 17 10 50;;Telefon
22868;+47;33 78 74 50;;Telefon
22869;+47;33 41 67 40;;Telefon
22870;+47;33 29 52 20;;Telefon
22871;+47;33 78 02 70;;Telefon
